SEASON,SEASON TYPE,SPORT,NETWORK,PROGRAM,EPISODE,DATE,TELECAST TIME,DURATION (MINS),P2+,P18-49
2024/2025,REGULAR SEASON,NBA,ABC,NBA SATURDAY PRIMETIME,LAKERS AT NUGGETS,2/22/2025,8:30:00 PM,158,3165,1074
2024/2025,REGULAR SEASON,NBA,ABC,NBA SATURDAY PRIMETIME,LAKERS AT NY KNICKS,2/1/2025,8:30:00 PM,154,2879,948
2024/2025,REGULAR SEASON,NBA,ABC,NBA SATURDAY PRIMETIME,WARRIORS AT 76'ERS,3/1/2025,8:30:00 PM,163,2781,802
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,ATLANTA/NEW YORK,12/11/2024,7:13:00 PM,142,1467,631
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,BOSTON/INDIANA,10/30/2024,7:12:00 PM,160,1012,454
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,BOSTON/PHILADELPHIA,2/2/2025,6:00:00 PM,156,1921,747
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,BOSTON/PHOENIX,3/26/2025,10:09:00 PM,141,1376,497
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,CHICAGO/MILWAUKEE,11/20/2024,7:42:00 PM,146,1218,472
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,CLEVELAND/BOSTON,2/28/2025,7:41:00 PM,146,2016,753
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,CLEVELAND/MILWAUKEE,3/9/2025,8:12:00 PM,142,1973,728
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,DALLAS/DENVER,11/22/2024,10:12:00 PM,152,1406,584
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,DENVER/GOLDEN STATE,3/17/2025,10:07:00 PM,157,1578,597
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,DENVER/LA LAKERS,3/19/2025,10:08:00 PM,146,1476,643
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,DENVER/MINNESOTA,11/1/2024,9:38:00 PM,154,1396,635
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,DENVER/NEW YORK,1/29/2025,7:41:00 PM,149,1361,541
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,DENVER/PHILADELPHIA,1/31/2025,7:42:00 PM,146,1263,399
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,DENVER/SACRAMENTO,4/9/2025,10:08:00 PM,150,1345,542
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,DETROIT/MIAMI,3/19/2025,7:41:00 PM,147,941,350
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,DETROIT/MILWAUKEE,4/13/2025,1:11:00 PM,147,910,311
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,DETROIT/OKLAHOMA CITY,4/2/2025,9:38:00 PM,150,1161,427
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,GOLDEN STATE/BOSTON,11/6/2024,7:41:00 PM,147,2140,859
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,GOLDEN STATE/DALLAS,2/12/2025,9:38:00 PM,156,1663,611
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,GOLDEN STATE/MINNESOTA,1/15/2025,9:49:00 PM,150,1147,451
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,GOLDEN STATE/NEW ORLEANS,11/22/2024,7:41:00 PM,151,1378,487
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,GOLDEN STATE/SACRAMENTO,1/22/2025,10:15:00 PM,144,1090,462
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,INDIANA/LA LAKERS,2/8/2025,4:00:00 PM,174,1667,631
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,INDIANA/NEW YORK,10/25/2024,7:41:00 PM,145,830,354
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,INDIANA/SAN ANTONIO,1/25/2025,12:00:00 PM,158,953,343
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,LA CLIPPERS/GOLDEN STATE,4/13/2025,3:38:00 PM,170,1749,629
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,LA CLIPPERS/LA LAKERS,2/28/2025,10:07:00 PM,153,2133,952
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,LA CLIPPERS/MINNESOTA,11/29/2024,8:02:00 PM,125,723,314
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,LA LAKERS/DALLAS,4/9/2025,7:43:00 PM,145,2541,1086
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,LA LAKERS/INDIANA,3/26/2025,7:42:00 PM,147,1679,655
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,LA LAKERS/SAN ANTONIO,11/15/2024,7:41:00 PM,147,1280,473
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MEMPHIS/CLEVELAND,2/23/2025,7:12:00 PM,163,1940,794
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MEMPHIS/DALLAS,3/7/2025,7:42:00 PM,146,1045,334
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MEMPHIS/GOLDEN STATE,11/15/2024,10:08:00 PM,162,1028,316
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MEMPHIS/LA LAKERS,11/13/2024,10:07:00 PM,161,1518,763
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MEMPHIS/MILWAUKEE,2/2/2025,8:36:00 PM,147,1754,720
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MEMPHIS/SAN ANTONIO,1/17/2025,9:39:00 PM,145,1125,463
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MIAMI/CLEVELAND,3/5/2025,7:11:00 PM,147,1147,418
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MIAMI/NEW YORK,3/17/2025,7:42:00 PM,145,1365,523
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MILWAUKEE/BOSTON,12/6/2024,7:42:00 PM,146,1279,415
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MILWAUKEE/PHILADELPHIA,10/23/2024,7:41:00 PM,151,1714,791
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MINNESOTA/DALLAS,1/22/2025,7:42:00 PM,153,1172,499
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MINNESOTA/DENVER,3/12/2025,10:07:00 PM,140,1571,666
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MINNESOTA/GOLDEN STATE,12/6/2024,10:08:00 PM,145,1442,570
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MINNESOTA/HOUSTON,2/21/2025,9:37:00 PM,161,1332,537
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,MINNESOTA/PHOENIX,3/2/2025,9:40:00 PM,145,1266,500
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,NEW ORLEANS/OKLAHOMA CITY,11/13/2024,7:41:00 PM,146,1082,455
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,NEW YORK/CLEVELAND,2/21/2025,7:12:00 PM,145,1273,476
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,NEW YORK/CLEVELAND,4/2/2025,7:11:00 PM,147,1128,375
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,NEW YORK/DALLAS,11/27/2024,7:42:00 PM,146,1327,506
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,NEW YORK/PHILADELPHIA,1/15/2025,7:12:00 PM,157,1220,500
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,NEW YORK/PHOENIX,11/20/2024,10:08:00 PM,141,1064,475
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,OKLAHOMA CITY/BOSTON,3/12/2025,7:42:00 PM,145,1942,770
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,OKLAHOMA CITY/CLEVELAND,1/8/2025,7:12:00 PM,145,1870,798
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,OKLAHOMA CITY/GOLDEN STATE,1/29/2025,10:10:00 PM,160,1122,472
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,OKLAHOMA CITY/LA LAKERS,11/29/2024,10:07:00 PM,144,1139,519
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,OKLAHOMA CITY/MEMPHIS,3/5/2025,9:38:00 PM,152,1279,543
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,OKLAHOMA CITY/MILWAUKEE,3/16/2025,9:12:00 PM,153,1584,656
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,OKLAHOMA CITY/SAN ANTONIO,3/2/2025,7:12:00 PM,148,1445,521
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,OKLAHOMA/GOLDEN STATE,11/27/2024,10:08:00 PM,151,1398,570
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,OKLAHOMA/MINNESOTA,2/23/2025,9:55:00 PM,144,1829,769
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,ORLANDO/BOSTON,1/17/2025,7:11:00 PM,148,1154,485
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,ORLANDO/CLEVELAND,11/1/2024,7:12:00 PM,146,912,407
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,PHILADELPHIA/DETROIT,2/7/2025,7:41:00 PM,155,1122,436
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,PHILADELPHIA/LA CLIPPERS,11/6/2024,10:08:00 PM,148,1189,489
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,PHILADELPHIA/LA LAKERS,11/8/2024,10:09:00 PM,141,1409,634
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,PHILADELPHIA/NEW YORK,2/26/2025,7:11:00 PM,152,1090,423
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,PHOENIX/DALLAS,11/8/2024,7:41:00 PM,148,1305,526
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,PHOENIX/DENVER,3/7/2025,10:08:00 PM,161,1325,524
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,PHOENIX/GOLDEN STATE,1/31/2025,10:08:00 PM,143,1376,525
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,PHOENIX/LA CLIPPERS,10/23/2024,10:12:00 PM,173,1525,746
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,PHOENIX/LA LAKERS,10/25/2024,10:06:00 PM,150,1369,725
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,PHOENIX/OKLAHOMA CITY,2/5/2025,9:38:00 PM,148,1336,619
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,SAN ANTONIO/ATLANTA,2/5/2025,7:11:00 PM,147,1365,570
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,SAN ANTONIO/BOSTON,2/12/2025,7:12:00 PM,146,1381,513
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,SAN ANTONIO/HOUSTON,2/26/2025,9:43:00 PM,141,1015,422
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,SAN ANTONIO/MILWAUKEE,1/8/2025,9:37:00 PM,146,1376,646
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,SAN ANTONIO/OKLAHOMA CITY,10/30/2024,9:52:00 PM,115,733,353
2024/2025,REGULAR SEASON,NBA,ESPN,NBA REGULAR SEASON     L,UTAH/LA LAKERS,2/10/2025,10:39:00 PM,145,2270,1218
2024/2025,REGULAR SEASON,NBA,ESPN2,NBA REGULAR SEASON     L,OKLAHOMA CITY/MINNESOTA,2/23/2025,9:50:00 PM,7,65,27
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,ATLANTA/LA CLIPPERS,1/4/2025,10:30:00 PM,150,189,91
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,ATLANTA/LA LAKERS,1/3/2025,10:40:00 PM,143,297,128
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,BOSTON/CLEVELAND,12/1/2024,6:00:00 PM,162,246,107
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,BOSTON/MIAMI,3/14/2025,7:02:00 PM,144,289,122
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,BOSTON/OKLAHOMA CITY,1/5/2025,3:32:00 PM,151,208,91
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,BOSTON/SAN ANTONIO,3/29/2025,8:03:00 PM,159,181,76
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,BROOKLYN/BOSTON,3/18/2025,7:32:00 PM,145,395,141
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,BROOKLYN/CLEVELAND,11/9/2024,7:38:00 PM,144,163,67
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,BROOKLYN/INDIANA,3/20/2025,7:01:00 PM,172,158,39
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,CHICAGO/CHARLOTTE,4/6/2025,1:05:00 PM,154,216,75
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,CHICAGO/SACRAMENTO,3/20/2025,10:04:00 PM,154,153,45
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,CLEVELAND/ATLANTA,11/29/2024,2:38:00 PM,143,184,60
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DALLAS/ATLANTA,11/25/2024,7:30:00 PM,153,120,39
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DALLAS/CHARLOTTE,1/20/2025,12:12:00 PM,149,212,95
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DALLAS/GOLDEN STATE,12/15/2024,8:33:00 PM,145,251,75
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DALLAS/ORLANDO,3/27/2025,7:02:00 PM,151,151,54
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DALLAS/SACRAMENTO,12/30/2024,9:57:00 PM,167,92,36
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DALLAS/UTAH,11/14/2024,9:06:00 PM,141,212,92
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DENVER/CLEVELAND,12/5/2024,7:02:00 PM,138,209,51
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DENVER/GOLDEN STATE,4/4/2025,9:56:00 PM,150,656,270
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DENVER/LA LAKERS,11/23/2024,10:20:00 PM,151,382,219
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DENVER/OKLAHOMA CITY,3/10/2025,8:03:00 PM,138,453,177
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DETROIT/BOSTON,12/12/2024,7:32:00 PM,131,198,49
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DETROIT/CHARLOTTE,11/21/2024,7:02:00 PM,172,203,58
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,DETROIT/CLEVELAND,1/27/2025,7:04:00 PM,143,268,96
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,GOLDEN STATE/ATLANTA,3/22/2025,7:03:00 PM,144,246,76
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,GOLDEN STATE/LA CLIPPERS,11/18/2024,10:31:00 PM,147,273,120
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,GOLDEN STATE/LA CLIPPERS,12/27/2024,10:05:00 PM,145,202,53
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,GOLDEN STATE/MILWAUKEE,2/10/2025,8:01:00 PM,163,674,250
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,GOLDEN STATE/PHOENIX,11/30/2024,9:05:00 PM,145,330,107
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,HOUSTON/GOLDEN STATE,12/5/2024,10:03:00 PM,152,235,71
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,HOUSTON/GOLDEN STATE,4/6/2025,8:33:00 PM,145,1018,375
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,HOUSTON/LA LAKERS,4/11/2025,10:24:00 PM,147,651,255
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,HOUSTON/MIAMI,3/21/2025,8:00:00 PM,151,179,76
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,HOUSTON/MILWAUKEE,11/18/2024,8:00:00 PM,151,170,62
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,HOUSTON/NEW YORK,2/3/2025,7:35:00 PM,156,559,235
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,HOUSTON/OKLAHOMA CITY,3/3/2025,8:00:00 PM,143,367,178
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,HOUSTON/PHOENIX,3/30/2025,9:00:00 PM,142,438,176
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,INDIANA/BOSTON,12/27/2024,7:30:00 PM,155,195,47
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,INDIANA/GOLDEN STATE,12/23/2024,10:06:00 PM,152,199,63
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA CLIPPERS/DENVER,10/26/2024,5:00:00 PM,160,233,109
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA CLIPPERS/DENVER,12/13/2024,8:59:00 PM,161,201,58
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA CLIPPERS/OKLAHOMA CITY,11/11/2024,8:00:00 PM,162,141,68
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA CLIPPERS/PHOENIX,1/27/2025,9:27:00 PM,150,313,130
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA LAKERS/DENVER,3/14/2025,9:38:00 PM,147,636,239
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA LAKERS/LA CLIPPERS,1/19/2025,9:11:00 PM,136,314,149
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA LAKERS/MIAMI,12/4/2024,7:33:00 PM,131,254,88
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA LAKERS/MINNESOTA,12/2/2024,8:00:00 PM,139,239,120
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA LAKERS/OKLAHOMA CITY,4/6/2025,3:39:00 PM,141,667,302
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA LAKERS/ORLANDO,3/24/2025,7:05:00 PM,153,506,207
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,LA LAKERS/PHOENIX,10/28/2024,10:03:00 PM,157,395,232
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MEMPHIS/CHICAGO,11/23/2024,8:00:00 PM,140,199,80
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MEMPHIS/DETROIT,4/5/2025,7:04:00 PM,161,144,33
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MEMPHIS/HOUSTON,1/13/2025,8:00:00 PM,156,151,71
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MEMPHIS/LA CLIPPERS,3/21/2025,10:31:00 PM,146,162,66
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MIAMI/ATLANTA,12/28/2024,3:01:00 PM,156,53,15
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MIAMI/SACRAMENTO,1/6/2025,10:06:00 PM,166,318,143
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MIAMI/WASHINGTON,11/2/2024,9:36:00 PM,147,102,37
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MILWAUKEE/BOSTON,10/28/2024,7:32:00 PM,151,312,154
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MILWAUKEE/CLEVELAND,11/4/2024,6:55:00 PM,132,181,87
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MILWAUKEE/CLEVELAND,12/20/2024,7:30:00 PM,146,156,38
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MILWAUKEE/DETROIT,4/11/2025,7:00:00 PM,158,394,129
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MILWAUKEE/GOLDEN STATE,3/18/2025,9:57:00 PM,178,553,210
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MILWAUKEE/MEMPHIS,10/31/2024,8:01:00 PM,151,273,114
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MILWAUKEE/PHOENIX,3/24/2025,10:04:00 PM,161,430,185
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MILWAUKEE/SACRAMENTO,3/22/2025,9:54:00 PM,150,232,108
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MINNESOTA/CHICAGO,11/7/2024,8:02:00 PM,144,307,115
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MINNESOTA/LA CLIPPERS,12/4/2024,10:39:00 PM,127,199,105
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MINNESOTA/LA LAKERS,2/27/2025,10:31:00 PM,168,639,261
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MINNESOTA/OKLAHOMA CITY,12/31/2024,8:00:00 PM,146,170,61
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MINNESOTA/OKLAHOMA CITY,2/24/2025,8:00:00 PM,177,405,160
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,MINNESOTA/ORLANDO,1/9/2025,7:01:00 PM,160,133,57
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,NEW ORLEANS/MEMPHIS,11/29/2024,5:01:00 PM,144,192,64
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,NEW ORLEANS/MEMPHIS,1/24/2025,8:08:00 PM,135,272,118
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,NEW YORK/CHARLOTTE,11/29/2024,12:00:00 PM,158,156,73
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,NEW YORK/CHICAGO,1/4/2025,8:00:00 PM,150,161,79
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,NEW YORK/NEW ORLEANS,12/21/2024,8:00:00 PM,142,92,21
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,NEW YORK/OKLAHOMA CITY,1/3/2025,8:00:00 PM,160,308,84
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,NEW YORK/SACRAMENTO,3/10/2025,10:40:00 PM,145,301,132
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,NEW YORK/TORONTO,12/9/2024,7:34:00 PM,156,166,80
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,NEW YORK/UTAH,11/23/2024,5:00:00 PM,149,155,77
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,NEW YORK/WASHINGTON,12/30/2024,7:00:00 PM,145,91,31
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,OKLAHOMA CITY/CHARLOTTE,12/28/2024,6:05:00 PM,142,75,23
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,OKLAHOMA CITY/INDIANA,12/26/2024,7:04:00 PM,158,205,62
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,OKLAHOMA CITY/LA CLIPPERS,3/23/2025,9:05:00 PM,157,295,131
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,OKLAHOMA CITY/NEW YORK,1/10/2025,7:30:00 PM,140,142,62
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,OKLAHOMA CITY/SACRAMENTO,11/25/2024,10:03:00 PM,140,167,79
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,ORLANDO/GOLDEN STATE,2/3/2025,10:11:00 PM,146,494,220
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,ORLANDO/MEMPHIS,10/26/2024,8:03:00 PM,151,166,77
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,PHILADELPHIA/PHOENIX,11/4/2024,10:00:00 PM,181,144,63
2024/2025,REGULAR SEASON,NBA,NBA-TV,NBA REGULAR SEASON   L,PHOENIX/BOSTON,4/4/2025,7:32:00 PM,144,303,138
